english,spanish,context
intangible asset, activo intangible,Economic Sciences > Economic accounting
intangible asset,inmovilizado no material,Economic Sciences > General economics
intermediate host,hospedador intermediario,Life sciences > Microbiology
intermediate host,huésped intermediario,Medical Sciences > Microbiology
internal force,fuerza interna,Physics > Electro-magnetism
internal force,fuerza interior,Physics > Aplied Physics
internal force,fuerza interna,Technological Sciences > Construction technology
internal rate of return,tasa interna de retorno,Economic Sciences > General economics
internal rate of return,tasa interna de rendimiento,Technological Sciences > Projects
internal rate of return, TIR,Technological Sciences > Projects
inversion,inversión,Physics > Theoretical physics
inversion,curva de inversión,Physics > Thermodynamics
iodide,ioduro,Medical Sciences > Medical diagnostic and Treatment Technology
iodide,yoduro,Life sciences > Human physiology
ion,ión,Technological Sciences > Environmental technology and engineering
ion,ión,Chemistry > Physical chemistry
ion,ión,Life sciences > Cell biology
ion,ion,Chemistry > Analytical chemistry
ion,ión,Physics > Electro-magnetism
ion,ión,Technological Sciences > Electronic technology
ion,ion,Chemistry > Organic chemistry
ion,ión,Physics > General Physics specialities
ion,Ion,Medical Sciences > Pharmaceutical Technology
ion channel,canal iónico,Life sciences > Cell biology
ion channel,conducto iónico,Chemistry > Organic chemistry
island arc,arco insular,Technological Sciences > Environmental technology and engineering
island arc,arco de islas,Earth and Space Sciences > Geology
isolate,aislamiento,Medical Sciences > Microbiology
isolate,aislar,Physics > Electro-magnetism
isolator,seccionador,Technological Sciences > Electrical technology and engineering
isolator,aislador,Physics > Electro-magnetism
isolator,aislante,Physics > Aplied Physics
isolator,aislador,Technological Sciences > Telecommunications technology
isoniazid,isoniacida,Medical Sciences > Microbiology
isoniazid,isoniazida,Medical Sciences > Pharmacology
join,reunión,Technological Sciences > Computer technology
join,unir,Technological Sciences > Mechanical engineering and technology
joint,junta,Technological Sciences > Mechanical engineering and technology
joint, articulación,Technological Sciences > Mechanical engineering and technology
joint,diaclasa,Earth and Space Sciences > Geology
joint,articulación,Technological Sciences > Construction technology
joint,articulación,Medical Sciences > Pharmacology
joint,juntura,Technological Sciences > Environmental technology and engineering
joint, diaclasa,Technological Sciences > Environmental technology and engineering
joint,articulación,Life sciences > Human physiology
kernel,kernel,Physics > Theoretical physics
kernel,núcleo,Mathematics > Algebra
key,chaveta,Technological Sciences > Industrial technology
key,chaveta,Technological Sciences > Electrical technology and engineering
key,clave,Technological Sciences > Computer technology
Kirchhoff's current law,ley de Kirchhoff de las corrientes,Technological Sciences > Electronic technology
Kirchhoff's current law, ley de las corrientes,Technological Sciences > Electronic technology
Kirchhoff's current law, ley de los nodos,Technological Sciences > Electronic technology
Kirchhoff's current law, LKC,Technological Sciences > Electronic technology
Kirchhoff's current law,1ª ley de Kirchhoff,Technological Sciences > Electrical technology and engineering
Kirchhoff's voltage law,ley de Kirchhoff de las tensiones,Technological Sciences > Electronic technology
Kirchhoff's voltage law, ley de las mallas,Technological Sciences > Electronic technology
Kirchhoff's voltage law, ley de las tensiones,Technological Sciences > Electronic technology
Kirchhoff's voltage law, LKT,Technological Sciences > Electronic technology
Kirchhoff's voltage law,2ª ley de Kirchhoff,Technological Sciences > Electrical technology and engineering
kurtosis,curtosis,Mathematics > Statistics
kurtosis,kurtosis,Economic Sciences > Econometrics
laboratory equipment,instrumento de laboratorio,Chemistry > Physical chemistry
laboratory equipment,material de laboratorio,Chemistry > Organic chemistry
lag,atrasar,Technological Sciences > Electrical technology and engineering
lag,retardo,Economic Sciences > Econometrics
lamp,lampara,Physics > Optics
lamp,bombilla,Technological Sciences > Electrical technology and engineering
land,parcela,Technological Sciences > Environmental technology and engineering
land, terreno,Technological Sciences > Environmental technology and engineering
land,aterrizar,Physics > Aplied Physics
land,terreno,Technological Sciences > Projects
land,terreno,Technological Sciences > Construction technology
landslide,corrimiento,Technological Sciences > Environmental technology and engineering
landslide, corrimiento de tierras,Technological Sciences > Environmental technology and engineering
landslide,corrimiento de tierra,Technological Sciences > Mechanical engineering and technology
landslide, desprendimiento de tierra,Technological Sciences > Mechanical engineering and technology
landslip,corrimiento de tierra,Technological Sciences > Mechanical engineering and technology
landslip, desprendimiento de tierra,Technological Sciences > Mechanical engineering and technology
landslip,corrimiento,Technological Sciences > Environmental technology and engineering
landslip, corrimiento de tierras,Technological Sciences > Environmental technology and engineering
lattice,celosía,Technological Sciences > Mechanical engineering and technology
lattice,celosia,Technological Sciences > Electrical technology and engineering
lattice,retículo,Physics > Optics
lattice,red cristalina,Chemistry > Physical chemistry
lattice,red,Physics > Thermodynamics
lattice,retícula,Technological Sciences > Computer technology
lattice,retículo,Mathematics > Algebra
law of conservation of energy,principio de conservación de la energía,Technological Sciences > Environmental technology and engineering
law of conservation of energy,principio de conservación de la energía,Technological Sciences > Electronic technology
law of conservation of energy,ley de conservación de la energía,Physics > Mechanics
leaching,lixiviación,Technological Sciences > Environmental technology and engineering
leaching,extracción,Chemistry > Analytical chemistry
lead,adelantar,Technological Sciences > Electrical technology and engineering
lead,adelanto,Technological Sciences > Projects
lead time,plazo,Technological Sciences > Projects
lead time,lead time,Economic Sciences > Organization and management of enterprises
legislation,normativa,Technological Sciences > Environmental technology and engineering
legislation, legislación,Technological Sciences > Environmental technology and engineering
legislation,ordenamiento,Medical Sciences > Nutritional sciences
level,nivel,Technological Sciences > Construction technology
level,nivel,Technological Sciences > Projects
level,nivel,Physics > Fluids (physics of)
level,nivel,Medical Sciences > Pharmaceutical Technology
level,grado,Medical Sciences > Pharmacology
level,nivel,Chemistry > Analytical chemistry
life cycle,ciclo vital,Medical Sciences > Microbiology
life cycle,ciclo vital,Life sciences > Cell biology
life cycle,ciclo de vida,Technological Sciences > Projects
life cycle,ciclo de vida,Life sciences > Microbiology
life cycle,ciclo de vida,Life sciences > Animal Biology
light,luz,Physics > Optics
light,luz,Medical Sciences > Medical diagnostic and Treatment Technology
light,encender,Technological Sciences > Chemical technology and engineering
light,luz,Physics > Electro-magnetism
likelihood ratio test,prueba de razón de verosimilitud,Mathematics > Statistics
likelihood ratio test, test de razón de verosimilitud,Mathematics > Statistics
likelihood ratio test,prueba de razón de verosimilitudes,Economic Sciences > Econometrics
limb,flanco,Earth and Space Sciences > Geology
limb,limbo,Technological Sciences > Construction technology
line,línea,Technological Sciences > Telecommunications technology
line,línea,Physics > Fluids (physics of)
line,recta,Economic Sciences > Econometrics
